nombre,ironhacker,artista,id_lista,nombre_lista,letra
Veneno,tgr39393,"['Delaossa', 'KIDDO', 'J.Moods']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Veneno""]

[Pre-Estribillo]
Que quede claro
Si tú te portas bien
Yo te lo voy a dar
Como nunca te han dado
No te equivoques
Cuida el terreno
No sabes en lo que te estás metiendo
Una vez que tú siembres en otro suelo

[Estribillo]
Porque yo soy tu veneno
Controlando tu cuerpo
Tú me das lo que quiero
Soy tu veneno
Estás jugando con fuego
Cuida'o que te quemo
Porque yo soy tu veneno
Controlando tu cuerpo
Tú me das lo que quiero
Soy tu veneno
Estás jugando con fuego
Ten cuida'o que te quemo
(Ten cuida'o que te quemo)
(Soy tu veneno)
[Verso]
Que pienses más en mí
De lo que pienso en ti
Tratas de mantenerte en el juego
Y te dejo seguir

[Puente]
Aún no tienes claro
Soy la que controla
Pero dale, vamos
Paso a paso que me va elevando el calor
Tu pantalón va guayando
Y ya te tengo pensando

[Estribillo]
Porque yo soy tu veneno
Controlando tu cuerpo
Tú me das lo que quiero
Soy tu veneno
Estás jugando con fuego
Cuida'o que te quemo
Porque yo soy tu veneno
Controlando tu cuerpo
Tú me das lo que quiero
Soy tu veneno
Estás jugando con fuego
Ten cuida'o que te quemo
(Ten cuida'o que te quemo)
[Pre-Estribillo]
Que quede claro
Si tú te portas bien
Yo te lo voy a dar
Como nunca te han dado
No te equivoques
Cuida el terreno
No sabes en lo que te estás metiendo
Una vez que tú siembres en otro suelo

[Estribillo]
Porque yo soy tu veneno
Controlando tu cuerpo
Tú me das lo que quiero
Soy tu veneno
Estás jugando con fuego
Cuida'o que te quemo
Porque yo soy tu veneno
Controlando tu cuerpo
Tú me das lo que quiero
Soy tu veneno
Estás jugando con fuego
Ten cuida'o que te quemo
(Ten cuida'o que te quemo)

[Outro]
Controlando tu cuerpo
(Soy tu veneno)
Estás jugando con fuego
Cuida'o que te quemo"
404,tgr39393,"['Zetazen', 'Recycled J']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"404 bitch!

[Hook]
I said fuck school
Probably 'cause I made more than my teachers
I ain't learn a single lesson
Come on baby I can teach ya
I'm a high fool
Momma said I'm smoking too much reefer
Hit the plug and then I re-up
Used to flip kicks up at recess
I said fuck school
Probably 'cause I made more than my teachers
I ain't learn a single lesson
Come on baby I can teach ya
I'm a high fool
Momma said I'm smoking too much reefer
Hit the plug and then I re-up
Used to flip kicks up at recess

[Verse]
I been on my grown shit
Shorty give me top, suck the whole dick
Oh shit, how the fuck he blow up on his own shit
You see I got a sweet life, kush up on the deck
20 bitches in my crib and 50 more up in my texts
Ever since I got it poppin' I got me some options
If I'm being honest baby think I need some more
I can't fuck with this lil bitch
She want my jimmy want my kids
Gotta blast, I gotta dip
She only love me 'cause I'm lit
Someone call my momma
Go and tell her that I made it
Got these bitches dancing naked
Now they got me in they playlists
And if you bitches tryna work
You better pay me for my verse
Hit up max with half a rack
And I spend that shit on a shirt
Then I go and hit a lick bitch
Come and do the splits quick
I just need a thick bitch
To come and give me dome
How the fuck he did this
How the fuck he this big
Bitch I dropped out, but I still been on a roll

[Hook]
I said fuck school
Probably 'cause I made more than my teachers
I ain't learn a single lesson
Come on baby I can teach ya
I'm a high fool
Momma said I'm smoking too much reefer
Hit the plug and then I re-up
Used to flip kicks up at recess
I said fuck school
Probably 'cause I made more than my teachers
I ain't learn a single lesson
Come on baby I can teach ya
I'm a high fool
Momma said I'm smoking too much reefer
Hit the plug and then I re-up
Used to flip kicks up at recess"
Do It,soyungalgo,"['Rufus T. Firefly', 'Jero Romero', 'Carlos Pinto']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro]
Oh
Oh, oh
Oh

[Verse 1]
Yeah, I beat my face
Movin' fast 'cause the Uber on the way
Takin' pictures, make sure you can't see no lace
That wig secure like the money in a safe
I look like bae
Now I'm on the way
Let you know when I'm 'bout a mile away
When I'm outside, please don't make me wait
The party startin' when we pull up to the gate
Girl, we so late

[Pre-Chorus]
I'm just with the crew
We ain't out here lookin' for boo
'Cause some nights be better with you
It's a homies-only kind of mood
And tonight we on a hundred
One hundred
No drama, no baby mamas, keepin' it cute
[Chorus]
Ooh, ooh
That's just what I do, do, do
And that's just how we do it, do it, do it
Yeah, that's just how we do it, do it, do it
You liking what I do? Do you?
Know how to keep it cool, ooh, ooh
And that's just how we do it
Yeah, that's just how we do it
And you could do it too, ooh, ooh, ooh

[Verse 2]
No complaints
Left the heels at home, I'm on my sneaker game (Sneaker game)
He say, ""Where you from?"" Tell 'em, ""Outer space"" (Outer space)
'Cause a bag the only thing I'm tryna chase (Tryna chase)
I'm M.I.A. (M.I.A.)
Just tell the DJ press play, rewind, keep it on repeat
Tiptoe 'round a hater, I'm light on my feet
That's how you do it, keep stuntin' on your enemies
Good vibes only

[Pre-Chorus]
I'm just with the crew
We ain't out here looking for boo
'Cause some nights be better with you
It's a homies-only kind of mood
And tonight, we on a hundred
One hundred
No drama, no baby mamas, keepin' it cute
[Chorus]
Ooh, ooh
That's just what I do, do, do
And that's just how we do it, do it, do it
Yeah, that's just how we do it, do it, do it
You liking what I do? Do you? (That's just how we do it)
Know how to keep it cool, ooh, ooh (That's just how we do it)
And that's just how we do it
Yeah, that's just how we do it (That's just how we do it)
And you could do it too, ooh, ooh, ooh (That's just how we do it)

[Outro]
Ooh, ooh
That's just what I do, do, do
And that's just how we do it, do it, do it
Yeah, that's just how we do it, do it, do it
You liking what I do? Do you? (That's just how we do it, that's just how we do it)
Know how to keep it cool, ooh, ooh (That's just how we do it, that's just how we do it)
And that's just how we do it (That's just how we do it)
Yeah, that's just how we do it (That's just how we do it)
And you could do it too, ooh, ooh
Yeah, that's just how we do it"
Todo Lo Que Importa,soyungalgo,"['ELYELLA', 'Viva Suecia']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Seguiré al Sol""]

[Verso 1: Fyahbwoy]
Seguiré al sol pegándome a la orilla del mar
Subí a la cima del amor gritando: ""Voy a saltar""
Volví a contar estrellas del sistema solar
Pero sin plantearme el aterrizar
Vivo de la imaginación y el mundo que me quiera inventar
Es siempre mi camino el que yo voy creando al andar
Sin gobernar ni contemplar estatus social
Mi nombre en clave es: ""Energía vital""
Voy a meterle a ese reggae como siempre y cumpliré la misión:
""Quе la vibra positiva llegue a cada rincón""
Por el lеgado que viene ligado a otra generación
Y que siga en una nueva sesión (Oh, no)

[Pre-Estribillo: Fyahbwoy]
Tengo a tus oídos vibrando
Mi sonido se consigue solo de contrabando
Yo tengo más fuego dentro que todos los estancos
La energía positiva siempre está funcionando (Oh)

[Estribillo: Fyahbwoy]
Súbeme al espacio sideral
Que el mundo está loco y necesito lo espiritual
Y esto ya no hay quien lo entienda (Yo, yo)
Mi alma me lo recomienda (Yo, yo), oh, no
Todo lo que importa es respirar
Y dejar que la imaginación nos lleve a ese lugar
Y quedarse con la esencia (Yo, yo)
Seguimos fuertes de conciencia (Yo, yo), oh, no
[Verso 2: Zatu]
Un lune' al sol mirando florecer mi vergel
Hay una rosa que es perenne y va tatuada en mi piel
El bepanthol no cicatriza este carácter
Una ventaja dibujá' con tiza en una pared
La traspasé, etéreo y ejerciendo mi rol
Mi corazón grisáceo a hierro va cediendo el control
Yo soy aquel que dice ser movido a motor
Por eso os tengo en Estocolmo, enamora'os del raptor, oh
Tengo dolores y no veo al doctor, sus muertos to'
Siempre me sentí un tractor, un pésimo actor
Están llamando, ""Toc, toc, toc”
Abrid la doble puerta, dejen paso al amor

[Pre-Estribillo: Zatu]
Por los que vienen deja un sitio mejor, ¿no tienes contenedor?
¿Las quieres con tenedor? Las letras de esta sopa
Posiblemente te explote en la boca
Y tú hasta el fondo hasta que topa, topa, el agua con la roca

[Estribillo: Fyahbwoy]
Súbeme al espacio sideral
Que el mundo está loco y necesito lo espiritual
Y esto ya no hay quien lo entienda (Yo, yo)
Mi alma me lo recomienda (Yo, yo), oh, no
Todo lo que importa es respirar
Y dejar que la imaginación nos lleve a ese lugar
Y quedarse con la esencia (Yo, yo)
Seguimos fuertes de conciencia (Yo, yo), oh, no; eh
[Puente: Fyahbwoy, Fyahbwoy & Zatu]
Súbeme al espacio sideral
Que el mundo está loco y necesito lo espiritual
Y esto ya no hay quien lo entienda
Mi alma me lo recomienda, oh, no
Todo lo que importa es respirar
Y dejar que la imaginación nos lleve a ese lugar
Y quedarse con la esencia
Seguimos fuertes de conciencia, oh, no; eh

[Outro: Scratches]"
La grieta (feat. Chancha Via Circuito),soyungalgo,"['Fuel Fandango', 'Chancha Via Circuito']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,
"Adelante, Bonaparte (I) - I. Algunos Recuerdos Significativos de B.",soyungalgo,['Standstill'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,
Quiénes somos realmente,soyungalgo,['Full'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Buscar la mejor manera de encajar
Los secretos 7que nunca quise contar
Saber que no siempre se cae de pie
Si estamos fingiendo
Lo que no es
¿Dónde dejamos o dónde olvidamos
Lo que no interesaba de todo esto?
Lo escondimos por defectos
Carismáticos trapecistas de la calle
Espontáneas combustiones en el aire
Fantasmas que no llegan a asustar a nadie
Solicito mi atención
Por un momento
¿quién se ha olvidado de quién si estabas muerto?
¿Dónde dejamos o dónde olvidamos
Lo que nos gustaba del concierto?
Lo omitimos por supuesto
Carismáticos trapecistas de la calle
Espontáneas combustiones en el aire
Fantasmas que no llegan a asustar a nadie
¿quiénes somos realmente?
¿quiénes somos realmente?
Cuando decidiste enloquecer
Jugando ser alguien más cruel
Se te olvidó que nadie se cambia de piel
Canciones a la gran decepción
De convertirnos por error
En el polvo que nos ensucia el corazón
Nadie sale vivo hoy de aquí
Mentimos mal y porque sí
Lo siento, hay veces que no sé lo que digo
Y es que no te puede entender
Carismáticos trapecistas de la calle
Espontáneas combustiones en el aire
Fantasmas que no llegan a asustar a nadie
¿quiénes somos realmente?"
Fucked Up,soyungalgo,['The Low Flying Panic Attack'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro]
Fucked up, yeah
Girl, you got me fucked up, yeah

[Verse]
I ain't gonna lie, I'ma keep it real
I don't wanna tell you how I feel
I just wanna get you to my room
We can do whatever that we wanted to do
Rip my shirt, kiss my neck
Throw me on the floor girl, make me sweat
Scratch my back, make me bleed
I could be whatever that you want me to be
I could do whatever that you wanted from me
Want a little blow, I can get it for free
Want a little dough, you can get it for free
Haven't been home in a minute, I've been fucked up

[Chorus]
I've been all the way fucked up
Girl, you got me fucked up
One chance and I fucked it up
I was fucked up
Baby, I've been fucked up
Girl, you got me fucked up
One chance and I fucked it up
I was fucked up
Baby, I've been fucked up

[Verse]
I ain't gonna lie, I'ma keep it real
I don't wanna tell you how I feel
I just wanna get you to my room
We can do whatever that we wanted to do
Rip my shirt, kiss my neck
Throw me on the floor girl, make me sweat
Scratch my back, make me bleed
I could be whatever that you want me to be
I could do whatever that you wanted from me
Want a little blow, I can get it for free
Want a little dough, you can get it for free
Haven't been home in a minute, I've been fucked up

[Chorus]
I've been all the way fucked up
Girl, you got me fucked up
One chance and I fucked it up
I was fucked up
Baby, I've been fucked up
Girl, you got me fucked up
One chance and I fucked it up
I was fucked up
Baby, I've been fucked up"
mañaneo,soyungalgo,"['trashi', 'Pedro LaDroga', 'InnerCut']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verso: Trashi]
Bebé
Solo mirame a la cara, si me mientes
Da igual
Porque sabes que me cato, aunque lo intentes
Estoy
Cruzando sin mirar, con ganas de quemar la ciudad
Pensando que no estás con ganas de quemaaar

[Intense instrumental]

[Coro: Pedro La Droga]
Llevo toda la noche sin pensar en ti
Me está viniendo de locos que ya no estés aquí
Y ahora, de mañaneo
Veo tus mensajes, pero no los leo
Llevo toda la noche pensando en ti
Me está rayando dеmasiao' saber que estoy pa' ti
Y si sе acaba el mamoneo
Quiero escribirte pero me tiemblan los dedos

Eo, eo

[Verso: Inner cut]
Tu y yo, fallo de conexión
Me reinicias la sesión
Pero aguanto el dolor, mejor
Solo, estoy mejor
So let me be alone, eh eh
Yo ya no sé ni cuanto llevo en madrid
Pero to' los días pienso en ti
Me duele a morir
Cada vez que paso por allí
Me acuerdo de to'
Solo me quiero a mi
Solo quiero destruir
Eh eh eh!

[Coro: Pedro La Droga]
Llevo toda la noche sin pensar en ti
Me está viniendo de locos que ya no estés aquí
Y ahora, de mañaneo
Veo tus mensajes, pero no los leo
Llevo toda la noche pensando en ti
Me está rayando demasiao' saber que estoy pa' ti
Y si se acaba el mamoneo
Quiero escribir pero me tiemblan los dedos"
Nebulosa Jade,soyungalgo,['Rufus T. Firefly'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,
No te das cuenta,soyungalgo,['Calavera'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""No Te Das Cuenta""]

[Verso 1]
Mira lo que has hecho otra vez
Te has equivocado otra vez
Y te has castigado otra vez
Pero no te das cuenta
No te das cuenta
Lo divertido que es

[Verso 2]
Mira lo que hicieron de ti
Otro ciervo más del redil
Mira lo que hiciste de mí ¿o es que no te das cuenta?
No te das cuenta..
Solo repites que...
Hoy te amenaza la realidad al otro extremo de tu alegría
Ya no es momento para intentar que el sueño dure toda la vida

[Estribillo]
Mira lo que has hecho otra vez
Mira lo que has hecho otra vez
Mira lo que has hecho otra vez
Mira lo que has hecho otra vez"
1996,soyungalgo,"['InnerCut', 'Juancho Marqués', 'Pedro LaDroga']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro]
Light a candle for the sinners
Set the world on fire

[Verse 1]
Anti choice and anti girl
I am the anti-flag unfurled
Anti white and anti man
I got the anti-future plan
Anti fascist, anti mod
I am the anti-music god
Anti sober, anti whore
There will never be enough of anti more

[Pre-Chorus]
I can't believe in the things that don't believe in me
Now, it's your turn to see what I hate about me

[Chorus]
Anti people, now you've gone too far
Here's your Antichrist Superstar

[Verse 2]
Anti money, anti hate
Anti things I fucked and ate
Anti cop and anti fun
Here is my anti-President gun
Anti Satan, anti black
The anti world is on my back
Anti gay and anti dope
I am the faggot anti-Pope
[Pre-Chorus]
I can't believe in the things that don't believe in me
Now, it's your turn to see what I hate about me

[Chorus]
Anti people, now you've gone too far
Antichrist Superstar
Anti people, now you've gone too far
Here's your Antichrist Superstar

[Bridge]
This is where your faith ends
1996! 1996! 1996! 1996!

[Verse 3]
Anti peace and anti life
Anti husband, anti wife
Anti song and anti me
I don't deserve a chance to be

[Chorus]
Anti people, now you've gone too far
Antichrist Superstar
Anti people, now you've gone too far
Here's your Antichrist Superstar"
Lisístrata,soyungalgo,['Gata Cattana'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Lysistrata, open up the bedroom door
What is the matter, ain't you in love with me no more?
I enlisted in the army today
One more time before I march away
Make me feel like a big strong man

[Chorus 1]
You say you don't care about my pride
You love me too much just to let me die
And you won't let me come inside
Unless I don't go to war no more

[Verse 2]
Lysistrata, little boys like to have their fun
And you know I gotta put on my colors and get my gun
Every able bodied man that I know
Every patriot is packed to go
Won't you give me a last goodbye

[Chorus 2]
I'll be sent off to a distant land
To spill my blood upon some foreign sand
And I may die by an enemy's hand
And then I won't go to war no more
Won't go to war, no
Then I won't go to war no more

[Guitar solo]

[Chorus 3 - Outro]
Send the boys all back to the farm
Tell the troops it was a false alarm
'Cause if I die I wanna be in your arms
And so I won't go to war, no, I won't go to war
Said I won't go to war no more"
The Sun,elliot.esposito,['Myd'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
After school, walking home
Fresh dirt under my fingernails
And I can smell hot asphalt
Cars screech to a halt to let me pass
And I cannot remember
What life was like through photographs
And trying to recreate
Images life gives us from our past
And sometimes it's a sad song

[Chorus]
But I cannot forget, refuse to regret
So glad I met you and
Take my breath away, make everyday
Worth all of the pain that I have gone through
And mama, I've been crying
'Cause things ain't how they used to be
She said ""The battle's almost won
And we're only several miles from the Sun""

[Verse 2]
Now, moving on, down my street
I see people I won't ever meet
I think of her, take a breath
Feel the beat in the rhythm of my steps
And sometimes it's a sad song
[Chorus]
But I cannot forget, refuse to regret
So glad I met you and
Take my breath away, make everyday
Worth all of the pain that I have gone through
And mama, I've been crying
'Cause things ain't how they used to be
She said, ""The battle's almost won
And we're only several miles from the Sun""

[Bridge]
The rhythm of her conversation
The perfection of her creation
The sex she slipped into my coffee
The way she felt when she first saw me
Hate to love and love to hate her
Like a broken record player
Back and forth and here and gone
And on and on and on and on

[Chorus]
I cannot forget, refuse to regret
So glad I met you and
Take my breath away, make everyday
Worth all of the pain that I have gone through
And mama, I've been crying
'Cause things ain't how they used to be
She said, ""The battle's almost won
And we're only several miles""
She said, ""The battle's almost won
And we're only several miles from the Sun""
[Outro]
Yeah, oh, oh, yeah
(Several miles from the Sun, yeah)
(Woo!)

[Guitar Solo]"
Californication,elliot.esposito,['Red Hot Chili Peppers'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Psychic spies from China try to steal your mind's elation
And little girls from Sweden dream of silver-screen quotation
And if you want these kind of dreams, it's Californication

[Verse 2]
It's the edge of the world and all of Western civilization
The sun may rise in the East, at least it settled in a final location
It's understood that Hollywood sells Californication

[Bridge]
Pay your surgeon very well to break the spell of aging
Celebrity skin: is this your chin or is that war you're waging?

[Pre-Chorus]
First born unicorn
Hardcore soft porn

[Chorus]
Dream of Californication
Dream of Californication

[Verse 3]
Marry me, girl, be my fairy to the world, be my very own constellation
A teenage bride with a baby inside getting high on information
And buy me a star on the boulevard, it's Californication

[Verse 4]
Space may be the final frontier but it's made in a Hollywood basement
And Cobain, can you hear the spheres singing songs off Station to Station?
And Alderaan's not far away, it's Californication

[Bridge]
Born and raised by those who praise control of population
Well, everybody's been there, and I don't mean on vacation

[Pre-Chorus]
First born unicorn
Hardcore soft porn

[Chorus]
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication

[Guitar Solo]

[Verse 5]
Destruction leads to a very rough road but it also breeds creation
And earthquakes are to a girl's guitar, they're just another good vibration
And tidal waves couldn't save the world from Californication

[Bridge]
Pay your surgeon very well to break the spell of aging
Sicker than the rest, there is no test, but this is what you're craving

[Pre-Chorus]
First born unicorn
Hardcore soft porn

[Chorus]
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication"
Space Oddity - 2015 Remaster,elliot.esposito,['David Bowie'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Instrumental intro]

[Verse 1]
Ground Control to Major Tom
Ground Control to Major Tom
Take your protein pills and put your helmet on
(Ten) Ground Control (Nine) to Major Tom (Eight, seven)
(Six) Commencing (Five) countdown, engines on
(Four, three, two)
Check ignition (One) and may God's love (Lift off) be with you

[Instrumental Bridge]

[Verse 2]
This is Ground Control to Major Tom
You've really made the grade
And the papers want to know whose shirts you wear
Now it's time to leave the capsule if you dare
This is Major Tom to Ground Control
I'm stepping through the door
And I'm floating in a most peculiar way
And the stars look very different today

[Chorus]
For here am I sitting in my tin can
Far above the world
Planet Earth is blue
And there's nothing I can do
[Instrumental Bridge]

[Verse 3]
Though I'm past one hundred thousand miles
I'm feeling very still
And I think my spaceship knows which way to go
Tell my wife I love her very much
She knows
Ground Control to Major Tom
Your circuit's dead, there's something wrong
Can you hear me, Major Tom?
Can you hear me, Major Tom?
Can you hear me, Major Tom?
Can you-

[Chorus]
-Here am I floating 'round my tin can
Far above the moon
Planet Earth is blue
And there's nothing I can do

[Instrumental Outro]"
Liquid Spirit - Claptone Remix,elliot.esposito,"['Gregory Porter', 'Claptone']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Unreroute the rivers
Let the damned water beat
There's some people down the way that's thirsty
Let the liquid spirit free
The people are thirsty
'Cause the man's unnatural hand
Watch what happens when the people catch wind
When the water hit the banks of that heart dry land
Clap your hands now
Go 'head 'n clap your hands now
Clap your hands now
Go ahead 'n clap your hands now
Get ready for the wave
It might strike like the final flood
The people hadn't drank in so long
The water won't even make mud
After it comes
It might come with a steady flow
Grab the roots of the tree
Down by the river
Dip your cup when your spirit's low
Clap your hands now
Go ahead 'n clap your hands now
Clap your hands now
Clap your hands now
Dip down and take a drink and fill your water tank
Dip down and take a drink and fill your water tank
Unreroute the rivers
Let the damned water beat
There's some people down the way that's thirsty
Let the liquid spirit free
The folk are thirsty
'Cause the man's unnatural hand
Watch what happens when the people catch wind
Of the water hittin' banks of that heart dry land
Clap your hands now
Clap your hands now
Go 'head an' clap your hands now
Clap your hands now
Dip down and take a drink and fill your water tank
Dip down and take a drink and fill your water tank
Liquid spirit
Liquid spirit
Liquid spirit
Liquid spirit
Clap your hands now
Liquid spirit"
Call Me - Remastered,elliot.esposito,['Blondie'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro]​

[Verse 1]
Colour me your colour, baby
Colour me your car
Colour me your colour, darling
I know who you are
Come up off your colour chart
I know where you are coming from

[Chorus]
Call me (Call me) on the line
Call me, call me any, anytime
Call me (Call me) I'll arrive
You can call me any day or night
Call me

[Verse 2]​
Cover me with kisses, baby
Cover me with love
Roll me in designer sheets
I'll never get enough
Emotions come, I don't know why
Cover up love's alibi

[Chorus]
Call me (Call me) on the line
Call me, call me any, anytime
Call me (Call me) I'll arrive
When you are ready we can share the wine
Call me
[​​Bridge]​​
Oooh, he speaks the languages of love
Oooh, amore, chiamami, chiamami
Oooh, appelle-moi mon cheri, appelle-moi
Anytime, anyplace, anywhere, any way
Anytime, anyplace, anywhere, any day, any way

[Instrumental ​​Bridge]​​

[Verse 3]
Take me out and show me off
And put me on the scene
Dress me in the fashions
Of the 1980's
You're a man, no in-between
You know what your words can mean

[Chorus]
Call me (Call me) on the line
Call me, call me any day or night
Call me (Call me) I'll arrive
Call me, call me into overtime
Call me

[Instrumental ​​Bridge]
[Chorus]
Call me (Call me) my love
Call me, call me any, anytime
Call me (Call me) for a ride
Call me, call me for some overtime
Call me (Call me) my love
Call me, call me in a sweet design
Call me (Call me), call me for your lover's lover's alibi
Call me (Call me) on the line
Call me, call me any, anytime

[Breakdown]
Call me, ah-ha, call me, ah-ha-ha
Call me, ah-ha-ha, call me any day or night
Call me, ooh-ooh-ah-ha-ha, ooh-ooh-ha-ha-ha
Call me, ah-ah-ooh
Call me, my, my sleek designs
Call me for a ride, call me inside
Call me, all night, all day, ah-ha
Call me
Ooh-ooh-ooh-ooh-ah-ah-ah

[Guitar Solo]

[Outro]
Call me in my life
Call me, call me any, any time
Call me, I'll arrive
Call me, call me for some overtime
Call me in my life
Call me, call me and my sleek designs
Call me, call me for your lover's lover's alibi
Call me in my life
Call me, call me any, any time
Ooh-ooh-ooh
Call me, oh-oh, call me
Call me in my life
Call me, call me any, any time"
"Another Brick in the Wall, Pt. 2",elliot.esposito,['Pink Floyd'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro]

[Verse: Roger Waters & David Gilmour]
We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teacher, leave them kids alone
Hey! Teacher! Leave them kids alone!

[Chorus: Roger Waters & David Gilmour]
All in all, it's just another brick in the wall
All in all, you're just another brick in the wall

[Verse: Islington Green School Students]
We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teachers, leave them kids alone
Hey! Teacher! Leave us kids alone!

[Chorus: Islington Green School Students]
All in all, you're just another brick in the wall
All in all, you're just another brick in the wall

[Guitar Solo]

[Outro: Roger Waters]
Wrong, do it again! (*Children playing*)
Wrong, do it again!
If you don't eat your meat, you can't have any pudding!
(Wrong, do it again!)
How can you have any pudding if you don't eat your meat?
(Wrong, do it again!)
You! Yes! You behind the bike sheds! Stand still, laddie!
(If you don't eat your meat, you can't have any pudding!
How can you have any pudding if you don't eat your meat?)
(You! Yes! You behind the bike sheds! Stand still, laddie!)
*Children playing*
*Phone beeping sound*"
Vente Negra,elliot.esposito,['Calle Vapor'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Negra Vente pa ca'
Que ya no puedo más
Toy muy lejos de ti, y tu en la habana bailando pa poder olvidar
Cómo quieres que no me consuma, todo el día fumando hachis
Si no me meto, na de na, casi nada en la narís
Y como quieres que no te discuta, tantas cosas de amor
Oye si de repente, te digo vente eh y tu que no vienes que no que no
Tu no vienes negra
Vente, oye negra buena vente, vente negra vente pa mi continente
Ami me da lo mismo cuarenta que veinte, por eso digo vente pa ca'
Vente, vente negra vente pa mi continente
Oye negrita buena te digo vente pa ca'

Vente, oye negra buena vente
Vente negra vente pa mi continente
Que yo no puedo mas
Que yo no puedo mas sin tu amor
Pienso en tus ojos cerrados
La tarde pidiendo amor
Y en tu rodilla sin sangre
La tarde pidiendo amor
Y en tus manos de uñas verdes
Y en tu frente sin color
Y en tu gargante una llama, la tarde pidiendo amor
Vente, tarde pidiendo amor
Vente negra vente pa mi continente
Negra vente pa ca'
Que ya no puedo mas
Toy muy lejos de ti, y tu en la Habana bailando pa poder olvidar
Cómo quieres que no me consuma, todo el día fumando hachis
Si no me meto, na de na, casi nada en la narís
Y como quieres que no te discuta, tantas cosas de amor
Oye si de repente, te digo vente eh y tu que no vienes que no que no
Por eso mismo digo vente
A la Habana no jodas mas
Por eso mismo digo vente
Vente para ca mi negra
Por eso mismo digo vente
Traete algo en el gua, traete a yemaya traete a obatala
Por eso mismo digo vente
Por eso mismo te digo negra vente pa ca
Por eso mismo digo vente
Vente para barcelona
Por eso mismo digo vente
Pues nos vamos pal sur
Por eso mismo digo vente
Por eso mismo digo vente"
Fly Me To The Moon (In Other Words),elliot.esposito,"['Frank Sinatra', 'Count Basie']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Fly me to the moon
Let me play among the stars
And let me see what spring is like
On a-Jupiter and Mars
In other words, hold my hand
In other words, baby, kiss me

[Verse 2]
Fill my heart with song
And let me sing forevermore
You are all I long for
All I worship and adore
In other words, please be true
In other words, I love you

[Instrumental Bridge]

[Verse 3]
Fill my heart with song
Let me sing forevermore
You are all I long for
All I worship and adore
In other words, please be true
In other words, in other words
I love you"
The Chain,elliot.esposito,['Fleetwood Mac'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro]
Fuck

[Verse 1]
Listen to the wind blow
Watch the sun rise
Run in the shadows
Damn your love, damn your lies

[Chorus]
And if you don't love me now
You will never love me again
I can still hear you saying
You would never break the chain (Never break the chain)
And if you don't love me now (You don't love me now)
You will never love me again
I can still hear you saying (Still hear you saying)
You would never break the chain (Never break the chain)

[Verse 2]
Listen to the wind blow
Down comes the night
Run in the shadows
Damn your love, damn your lies
Break the silence
Damn the dark, damn the light
[Chorus]
And if you don't love me now
You will never love me again
I can still hear you saying
You would never break the chain (Never break the chain)
And if you don't love me now (You don't love me now)
You will never love me again
I can still hear you saying (Still hear you saying)
You would never break the chain (Never break the chain)
And if you don't love me now (You don't love me now)
You will never love me again
I can still hear you saying (Still hear you saying)
You would never break the chain (Never break the chain)

[Guitar & Bass Solo]

[Outro]
(Chain, keep us together) Run in the shadow
(Chain, keep us together) Runnin' in the shadow
(Chain, keep us together) Runnin' in the shadow
(Chain, keep us together) Run in the shadow
(Chain, keep us together) Run in the shadow"
